cid,Name,BirthDate,Height,Weight,YearStart,YearEnd,Position,PositionsPlayed,College,GP,MIN,PTS,FGM,FGA,FGPer,X3PMade,X3PA,X3Per,FTM,FTA,FTPer,OREB,DREB,REB,AST,STL,BLK,TOV,TARGET_5Yrs,RandomSort,School_power,Birth_Month
208,Chris Engler,1-Mar-59,83,245,1983,1988,C,1,University of Wyoming,54,6.8,1.5,0.7,1.7,40.4,0,0,0,0.1,0.3,31.3,0.8,1.1,1.9,0.2,0.1,0.3,0.4,1,0.892533769,Mid,Mar
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,Shawn Marion,7-May-78,79,220,2000,2015,F,1,"University of Nevada, Las Vegas",51,24.7,10.2,4.4,9.2,47.1,0.1,0.4,18.2,1.4,1.7,84.7,2.1,4.5,6.5,1.4,0.8,1,1,1,0.819639286,Power,May
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,Denzel Valentine,16-Nov-93,78,212,2017,2018,G,1,Michigan State University,22,10.6,2.5,0.8,3,27.7,0.5,1.9,26.2,0.3,0.4,87.5,0,1.6,1.6,0.5,0.3,0.1,0.4,0,0.839986932,Power,Nov
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,Darius Miller,21-Mar-90,80,235,2013,2018,F,1,University of Kentucky,52,13.3,2.3,0.8,2.1,40.7,0.4,1.1,39.3,0.2,0.2,100,0.2,1.3,1.5,0.8,0.3,0.2,0.4,0,0.210705104,Power,Mar
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,C.J. McCollum,19-Sep-91,75,190,2014,2018,G,1,Lehigh University,38,12.5,5.3,1.9,4.7,41.6,0.8,2.1,37.5,0.6,0.9,67.6,0.2,1.1,1.3,0.7,0.4,0.1,0.9,0,0.818384158,scrappy,Sep
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,Jordan Hamilton,6-Oct-90,79,220,2012,2016,G-F,2,University of Texas at Austin,26,9.9,4.4,1.8,4.3,43.2,0.7,1.8,36.2,0.1,0.2,40,0.4,2,2.4,0.8,0.1,0.1,0.6,1,0.225170929,Power,Oct
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Greg Foster,3-Oct-68,83,240,1991,2003,F-C,2,University of Texas at El Paso,54,11.2,4.4,1.8,3.9,46,0,0.1,0,0.8,1.1,68.9,1,1.8,2.8,0.7,0.2,0.4,0.8,1,0.579681411,Mid,Oct
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,Milt Wagner,20-Feb-63,77,185,1988,1991,G,1,University of Louisville,40,9.5,3.8,1.6,3.7,42.2,0.1,0.3,20,0.7,0.7,89.7,0.1,0.6,0.7,1.5,0.1,0.1,0.6,0,0.292030549,Power,Feb
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1260,Warren Kidd,9-Sep-70,81,235,1994,1994,F,1,Middle Tennessee State University,68,13,3.6,1.5,2.5,59.2,0,0,0,0.7,1.3,54.7,1.1,2.3,3.4,0.3,0.3,0.3,0.7,0,0.774641495,scrappy,Sep
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Anthony Miller,22-Oct-71,81,225,1995,2005,F,1,Michigan State University,46,11.5,4.1,1.5,2.9,53,0,0.1,40,1,1.7,61.8,1.5,1.8,3.3,0.8,0.4,0.1,0.8,1,0.9491793,Power,Oct
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,John Turner,30-Nov-67,80,245,1992,1992,F,1,Phillips University,42,8.2,2.8,1,2.3,43.9,0,0,0,0.7,1.4,52.5,0.9,1,1.9,0.3,0.1,0.1,0.8,0,0.270766973,scrappy,Nov
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,Tyler Johnson,7-May-92,76,186,2015,2018,G,1,"California State University, Fresno",32,18.8,5.9,2.2,5.2,41.9,0.6,1.5,37.5,1,1.5,68.1,0.4,2.1,2.5,1.3,1,0.3,0.9,0,0.800188889,Power,May
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267,Wesley Person,28-Mar-71,78,195,1995,2005,G,1,Auburn University,78,23.1,10.4,4,8.2,48.4,1.5,3.4,43.6,1,1.3,79.2,0.9,1.7,2.6,1.3,0.6,0.3,1,1,0.091464345,Mid,Mar
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,Ennis Whatley,11-Aug-62,75,177,1984,1997,G,1,University of Alabama,80,27,8.4,3.3,7,46.9,0,0,0,1.8,2.5,73,0.8,1.7,2.5,8.3,1.5,0.2,3.4,1,0.586167943,Power,Aug
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,Jim Brogan,24-Feb-58,76,185,1982,1983,G,1,West Virginia Wesleyan College,63,16.3,6.3,2.6,5.8,45.3,0.1,0.5,28.1,1,1.3,72.6,1,0.9,1.9,2.5,0.8,0.2,1.3,0,0.839857467,scrappy,Feb
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Cedric Henderson,3-Oct-65,80,210,1987,1987,F,1,University of Georgia,82,30.8,10.1,4.2,8.8,48,0,0,0,1.7,2.3,71.6,0.9,3.1,4,2,1.2,0.6,2,1,0.874570774,Mid,Oct
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,Drew Gooden,24-Sep-81,82,250,2003,2016,F,1,University of Kansas,70,26.8,12.5,5.1,11.1,45.7,0.2,0.7,29.2,2.2,3,71.2,2.3,4.2,6.5,1.2,0.8,0.5,2.1,1,0.895294041,Power,Sep
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Brooks Thompson,19-Jul-70,76,193,1995,1998,G,1,Oklahoma State University,38,6.5,3.1,1.2,3,39.5,0.5,1.5,31,0.2,0.3,66.7,0.2,0.4,0.6,1.1,0.3,0.1,0.7,0,0.958409811,Power,Jul
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,Jerryd Bayless,20-Aug-88,75,200,2009,2018,G,1,University of Arizona,53,12.4,4.3,1.3,3.6,36.5,0.1,0.5,25.9,1.6,1.9,80.6,0.2,0.9,1.1,1.5,0.3,0,1.1,1,0.887840035,Power,Aug
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,Kevin Martin,1-Feb-83,79,199,2005,2016,G,1,Western Carolina University,45,10.1,2.9,1,2.6,38.5,0.1,0.6,20,0.8,1.2,65.5,0.6,0.6,1.3,0.5,0.4,0.1,0.5,1,0.253952928,scrappy,Feb
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,Steve Novak,13-Jun-83,82,225,2007,2017,F,1,Marquette University,35,5.5,1.5,0.5,1.4,36,0.4,1.1,33.3,0.1,0.1,100,0.1,0.6,0.7,0.2,0.1,0,0.1,1,0.988047451,Power,Jun
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,Chauncey Billups,25-Sep-76,75,202,1998,2014,G,1,University of Colorado,80,27.7,11.2,3.5,9.4,37.4,1.3,4.1,32.9,2.8,3.3,85,0.8,1.6,2.4,3.9,1.3,0.1,2.2,1,0.325695165,Mid,Sep
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167,Terence Stansbury,27-Feb-61,77,170,1985,1987,G,1,Temple University,74,17.3,7.1,2.8,6.2,45.9,0.1,0.3,16,1.4,1.7,81,0.5,1,1.5,1.7,0.6,0.2,1.1,0,0.730068227,Power,Feb
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Cedric Ceballos,2-Aug-69,78,190,1991,2001,F,1,"California State University, Fullerton",63,11.6,8.2,3.2,6.7,48.7,0,0.1,16.7,1.7,2.6,66.3,1.2,1.2,2.4,0.6,0.3,0.1,1.1,1,0.397716933,Mid,Aug
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,Darrell Walker,9-Mar-61,76,180,1984,1993,G,1,University of Arkansas,82,16.1,7.9,2.6,6.3,41.7,0,0.2,26.7,2.5,3.2,79.1,0.9,1.1,2,3.5,1.6,0.2,2.4,1,0.363589093,Power,Mar
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,Eric Johnson,7-Feb-66,74,205,1990,1990,G,1,University of Nebraska,48,5.7,1.1,0.4,1.8,23.8,0,0.1,16.7,0.3,0.4,76.5,0.2,0.4,0.6,1.3,0.3,0,0.5,0,0.368459856,scrappy,Feb
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,Karl-Anthony Towns,15-Nov-95,84,244,2016,2018,C-F,2,University of Kentucky,82,32,18.3,7.6,14.1,54.2,0.4,1.1,34.1,2.7,3.4,81.1,2.8,7.7,10.5,2,0.7,1.7,2.2,0,0.375890429,Power,Nov
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1281,Xavier McDaniel,4-Jun-63,79,205,1986,1998,F,1,Wichita State University,82,33,17.1,7,14.3,49,0,0.1,20,3,4.4,68.7,3.7,4.2,8,2.4,1.2,0.5,3,1,0.672983648,scrappy,Jun
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,Mike Woodson,24-Mar-58,77,195,1981,1991,G-F,2,Indiana University,81,11.7,4.7,2,4.6,44.2,0,0.1,20,0.6,0.8,76.6,0.4,0.8,1.2,0.9,0.4,0.1,0.7,1,0.219310659,Power,Mar
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Brian Grant,5-Mar-72,81,254,1995,2006,F,1,Xavier University,80,28.6,13.2,5.2,10.1,51.1,0,0.1,25,2.9,4.5,63.6,2.6,4.9,7.5,1.2,0.6,1.4,2,1,0.720644719,Mid,Mar
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Brandon Knight,2-Dec-91,75,189,2012,2017,G,1,University of Kentucky,66,32.3,12.8,4.8,11.7,41.5,1.6,4.2,38,1.6,2.1,75.9,0.5,2.7,3.2,3.8,0.7,0.1,2.6,1,0.961997557,Power,Dec
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1181,Theo Ratliff,17-Apr-73,82,225,1996,2011,C-F,2,University of Wyoming,75,17.4,4.5,1.7,3.1,55.7,0,0,0,1.1,1.6,70.8,1.5,2.5,4,0.2,0.2,1.6,0.8,1,0.377338146,Mid,Apr
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Adrian Griffin,4-Jul-74,77,217,2000,2008,G-F,2,Seton Hall University,72,26.8,6.7,2.4,5.7,42.4,0.2,0.8,28.1,1.7,2.2,75.3,1.8,3.4,5.2,2.5,1.6,0.2,1.3,1,0.004118324,Mid,Jul
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,Henry Turner,18-Aug-66,79,200,1990,1995,G-F,2,"California State University, Fullerton",36,8.8,4.3,1.6,3.4,47.5,0,0.1,0,1.1,1.8,61.5,0.6,0.8,1.4,0.6,0.5,0.2,0.7,0,0.208598575,Mid,Aug
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,Jeff Taylor,1-Jan-60,76,175,1983,1987,G,1,Texas Tech University,44,17.6,3.6,1.5,3.6,40,0,0,0,0.7,1,65.2,0.6,1.2,1.8,2.5,0.9,0.3,1.4,0,0.774968427,Mid,Jan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,Devin Harris,27-Feb-83,75,192,2005,2018,G,1,University of Wisconsin,76,15.4,5.7,2.1,4.8,42.9,0.6,1.7,33.6,1,1.4,75.7,0.4,1,1.3,2.2,1,0.3,1.1,1,0.59961777,Mid,Feb
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,Ron Harper,20-Jan-64,78,185,1987,2001,G-F,2,Miami University,82,37.4,22.9,9,19.7,45.5,0.2,1.1,21.3,4.7,6.9,68.4,2.1,2.7,4.8,4.8,2.5,1,4.2,1,0.56092403,scrappy,Jan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,Othell Wilson,26-Oct-61,72,190,1985,1987,G,1,University of Virginia,74,17,4.4,1.8,3.9,46,0,0.2,18.8,0.7,1,71.1,0.5,1.3,1.8,2.9,1,0.2,1.3,0,0.405746832,Power,Oct
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,Pete Williams,10-Mar-65,79,190,1986,1987,F,1,University of Arizona,53,10.8,2.8,1.3,2.1,60.4,0,0,0,0.3,0.8,42.5,0.9,1.9,2.8,0.3,0.4,0.4,0.4,0,0.24173688,Power,Mar
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Arnett Moultrie,18-Nov-90,83,249,2013,2014,F,1,Mississippi State University,47,11.5,3.7,1.7,2.9,58.2,0,0,0,0.4,0.6,64.3,1.6,1.5,3.1,0.2,0.4,0.2,0.4,0,0.484242765,Mid,Nov
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,Jason Thompson,21-Jul-86,83,250,2009,2016,F-C,2,Rider University,82,28.1,11.1,4.3,8.7,49.7,0,0.1,0,2.4,3.5,69.2,2.9,4.5,7.4,1.1,0.6,0.7,1.8,1,0.569264731,scrappy,Jul
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786,Lionel Chalmers,10-Nov-80,72,180,2005,2005,G,1,Xavier University,36,12,3.1,1.2,3.5,33.6,0.3,1.4,24.5,0.4,0.7,62.5,0.1,0.8,0.9,1.4,0.4,0,0.7,0,0.865266807,Mid,Nov
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,Larry Nance,1-Jan-93,81,230,2016,2018,F,1,University of Wyoming,80,14.8,6.6,2.8,5.5,52.1,0,0,0,0.9,1.5,64.1,1.2,2,3.2,1,0.5,0.9,1.3,1,0.696712284,Mid,Jan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,Noah Vonleh,24-Aug-95,82,240,2015,2018,F,1,Indiana University,25,10.4,3.3,1.2,3,39.5,0.2,0.5,38.5,0.7,1,69.2,1.1,2.3,3.4,0.2,0.2,0.4,0.4,0,0.940978321,Power,Aug
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,Latrell Sprewell,8-Sep-70,77,190,1993,2005,G,1,University of Alabama,77,35.6,15.4,5.8,12.6,46.4,0.9,2.6,36.9,2.7,3.7,74.6,1,2.5,3.5,3.8,1.6,0.7,2.6,1,0.561326194,Power,Sep
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,Mark Jackson,1-Apr-65,73,180,1988,2004,G,1,St. John's University,82,39.6,13.6,5.3,12.4,43.2,0.4,1.5,25.4,2.5,3.2,77.4,1.5,3.4,4.8,10.6,2.5,0.1,3.1,1,0.644973219,Mid,Apr
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,Raymond Felton,26-Jun-84,73,205,2006,2018,G,1,University of North Carolina,80,30.1,11.9,4.3,11,39.1,1.2,3.4,35.8,2,2.8,72.5,1,2.4,3.3,5.6,1.3,0.1,2.3,1,0.945700317,Power,Jun
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,Marcus Haislip,22-Dec-80,82,230,2003,2010,F,1,University of Tennessee,39,11.3,4.1,1.7,3.9,43.1,0.1,0.3,25,0.7,1,68.4,0.5,0.8,1.4,0.2,0.2,0.5,0.5,0,0.916886929,Power,Dec
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Brett Szabo,1-Feb-68,83,230,1997,1997,C,1,Augustana College (SD),70,9.5,2.2,0.8,1.7,44.6,0,0,0,0.6,0.9,73.8,0.8,1.6,2.4,0.2,0.2,0.5,0.6,0,0.817133012,scrappy,Feb
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,Kyle Singler,4-May-88,80,228,2013,2018,F,1,Duke University,82,28,8.8,3.4,7.8,42.8,0.9,2.4,35,1.2,1.5,80.6,1.3,2.7,4,0.9,0.7,0.5,1.2,1,0.113676778,Power,May
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,Melvin Turpin,28-Dec-60,83,240,1985,1990,C,1,University of Kentucky,79,24.7,10.6,4.6,9,51.1,0,0,0,1.4,1.8,78.4,2,3.8,5.7,0.5,0.5,1.1,1.5,1,0.06510464,Power,Dec
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,Donell Taylor,26-Jul-82,78,180,2006,2007,G,1,University of Alabama at Birmingham,51,9.1,2.7,1,2.7,39,0.1,0.3,23.5,0.6,0.8,69.8,0.3,0.7,1,0.9,0.6,0.1,0.7,0,0.22917366,scrappy,Jul
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Anthony Tucker,4-Apr-69,80,220,1995,1995,F,1,Wake Forest University,62,15.8,3.9,1.5,3.4,45.7,0,0,0,0.8,1.3,61.4,0.7,2,2.7,1.1,0.7,0.2,0.9,0,0.740930333,Power,Apr
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,Jay Humphries,17-Oct-62,75,185,1985,1995,G,1,University of Colorado,80,25.8,8.8,3.5,7.8,44.6,0.1,0.3,20,1.8,2.1,82.9,0.4,1.7,2.1,4.4,1.3,0.1,2.1,1,0.898718283,Mid,Oct
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,Danny Vranes,29-Oct-58,79,210,1982,1988,F,1,University of Utah,77,14,4.9,1.9,3.4,54.6,0,0,0,1.2,1.9,60.1,0.9,1.6,2.6,0.7,0.4,0.3,0.9,1,0.029253465,Mid,Oct
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,Mookie Blaylock,20-Mar-67,72,180,1990,2002,G,1,University of Oklahoma,50,25.3,10.1,4.2,11.4,37.1,0.4,1.6,22.5,1.3,1.6,77.8,0.8,2,2.8,4.2,1.6,0.3,2.2,1,0.517552155,Mid,Mar
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1276,Willie Reed,16-May-90,82,220,2016,2018,F-C,2,Saint Louis University,39,10.9,4.7,1.9,3.4,57.1,0,0,0,0.8,1.4,54.5,1.3,1.9,3.1,0.3,0.1,0.8,0.4,0,0.405790753,scrappy,May
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254,Walker Russell,6-Oct-82,72,170,2012,2012,G,1,Jacksonville State University,68,11.1,2.7,1,2.7,36.4,0,0.3,11.1,0.7,0.9,81,0.3,0.8,1.1,1.9,0.2,0,1.4,0,0.954299347,scrappy,Oct
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,Charles Oakley,18-Dec-63,80,225,1986,2004,F-C,2,Virginia Union University,77,23,9.6,3.6,7,51.9,0,0,0,2.3,3.5,66.2,3.3,5.3,8.6,1.7,0.9,0.4,2.3,1,0.550426613,scrappy,Dec
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,Doron Lamb,6-Nov-91,76,210,2013,2014,G,1,University of Kentucky,47,12.3,3.3,1.3,3.5,36.8,0.3,0.8,37.8,0.4,0.7,58.8,0.2,0.8,1,0.7,0.3,0,0.6,0,0.625982602,Power,Nov
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,Sidney Lowe,21-Jan-60,72,195,1984,1990,G,1,North Carolina State University,78,15.9,4.2,1.4,3.3,41.3,0,0.2,11.1,1.4,1.8,77.7,0.4,1.2,1.6,3.4,1.2,0.1,1.4,0,0.999228664,Power,Jan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,Muggsy Bogues,9-Jan-65,63,136,1988,2001,G,1,Wake Forest University,79,20.6,5,2.1,5.4,39,0,0.2,18.8,0.7,0.9,78.4,0.4,1.3,1.7,5.1,1.6,0,1.3,1,0.825321408,Power,Jan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,Charles Jones,3-Apr-57,81,215,1984,1998,F-C,2,Albany State University,78,20.1,8.4,3,5.8,52,0,0.1,0,2.3,3.6,64.8,1.8,3.3,5.1,1.6,0.6,0.8,1.8,1,0.049302675,scrappy,Apr
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,Hollis Thompson,3-Apr-91,80,206,2014,2017,G-F,2,Georgetown University,77,22.6,6,2.2,4.8,46,0.9,2.2,40.1,0.7,0.9,71.2,0.9,2.3,3.2,0.9,0.7,0.2,0.8,0,0.511839454,Power,Apr
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Aaron McKie,2-Oct-72,77,209,1995,2007,G,1,Temple University,45,18.4,6.5,2.6,5.8,44.4,0.2,0.6,39.3,1.1,1.6,68.5,0.8,2.1,2.9,2,0.8,0.4,0.9,1,0.224894847,Power,Oct
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,Kentavious Caldwell-Pope,18-Feb-93,77,205,2014,2018,G,1,University of Georgia,80,19.8,5.9,2.3,5.8,39.6,0.7,2.3,31.9,0.6,0.8,77,0.5,1.5,2,0.7,0.9,0.1,0.3,0,0.268465772,Mid,Feb
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,Shelden Williams,21-Oct-83,81,250,2007,2012,F,1,Duke University,81,18.7,5.5,2,4.5,45.5,0,0,50,1.4,1.8,76.4,1.6,3.8,5.4,0.5,0.6,0.5,1.2,1,0.964136724,Power,Oct
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,Shandon Anderson,31-Dec-73,78,208,1997,2006,F-G,2,University of Georgia,65,16.4,5.9,2.3,4.9,46.2,0.4,0.7,51.1,1,1.5,68.7,0.8,2,2.8,0.8,0.4,0.1,1.1,1,0.768436861,Mid,Dec
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,Ruben Patterson,31-Jul-75,77,224,1999,2008,F,1,University of Cincinnati,24,6,2.7,0.9,2.1,41.2,0,0.3,16.7,0.9,1.3,71,0.7,0.5,1.3,0.1,0.2,0.1,0.5,1,0.170658798,Mid,Jul
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,Steve Johnson,3-Nov-57,82,235,1982,1991,C-F,2,Oregon State University,78,22.3,12.8,5.1,8.3,61.3,0,0,0,2.7,4.2,64.2,1.9,3.9,5.9,1.2,0.5,1.1,2.5,1,0.341049972,Mid,Nov
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,Lawrence Funderburke,15-Dec-70,81,230,1998,2005,F,1,Ohio State University,52,21,9.5,3.7,7.5,49,0,0.1,14.3,2.1,3.1,67.9,1.5,3,4.5,1.2,0.4,0.3,1.2,1,0.430541786,Power,Dec
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,Tyler Zeller,17-Jan-90,84,253,2013,2018,F-C,2,University of North Carolina,77,26.4,7.9,3.2,7.3,43.8,0,0.1,0,1.6,2,76.4,2.1,3.6,5.7,1.2,0.5,0.9,1.2,1,0.417622745,Power,Jan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,Joe Barry Carroll,24-Jul-58,84,225,1981,1991,C-F,2,Purdue University,82,35.6,18.9,7.5,15.3,49.1,0,0,0,3.8,5.4,71.6,3.3,5.9,9.3,1.4,0.6,1.5,3,1,0.080019467,Power,Jul
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,Dorian Finney-Smith,4-May-93,80,220,2017,2018,F,1,University of Florida,33,22.8,5.2,1.9,4.6,40.5,0.9,2.8,32.3,0.6,0.8,76,0.7,2.2,2.8,1,0.6,0.3,0.7,0,0.505677113,Power,May
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,Robbie Hummel,8-Mar-89,80,215,2014,2015,F,1,Purdue University,53,12.4,3.4,1.3,3.3,37.9,0.6,1.7,36,0.3,0.3,93.8,0.7,1.8,2.5,0.4,0.3,0,0.2,0,0.99357627,Power,Mar
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277,Willie White,20-Aug-62,75,195,1985,1986,G,1,University of Tennessee at Chattanooga,39,6,3.3,1.3,3.2,41.9,0.1,0.3,36.4,0.5,0.8,67.7,0.4,0.5,0.9,0.7,0.1,0.1,0.8,0,0.719603285,scrappy,Aug
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,Sam Bowie,17-Mar-61,85,235,1985,1995,C-F,2,University of Kentucky,76,29.2,10,3.9,7.3,53.7,0,0,0,2.1,3,71.1,2.7,5.9,8.6,2.8,0.7,2.7,2.3,1,0.949688167,Power,Mar
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,Rodney McGruder,29-Jul-91,76,205,2017,2017,G,1,Kansas State University,30,25.7,5.8,2.1,5.3,40,0.8,2.6,32.5,0.7,1,72.4,1.5,2,3.5,1.5,0.7,0.3,0.7,0,0.147067026,scrappy,Jul
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,Larry Johnson,28-Nov-54,75,205,1978,1978,G,1,University of Kentucky,82,37.2,19.2,7.5,15.3,49,0.1,0.3,22.7,4.1,5,82.9,3.9,7,11,3.6,1,0.6,1.9,0,0.899228474,Power,Nov
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Cedric Simmons,3-Jan-86,81,235,2007,2009,F,1,North Carolina State University,43,12.4,2.9,1.3,3.1,41.7,0,0,0,0.4,0.8,48.5,1,1.5,2.5,0.3,0.2,0.5,0.5,0,0.10071599,Power,Jan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,Ralph Lewis,28-Mar-63,78,200,1988,1990,G,1,La Salle University,50,6.2,1.7,0.5,1.7,31,0,0,0,0.6,1,60.4,0.3,0.7,1,0.3,0.3,0.1,0.4,0,0.969716896,Mid,Mar
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,Kelly Tripucka,16-Feb-59,78,220,1982,1991,F-G,2,University of Notre Dame,82,37.5,21.6,7.8,15.6,49.6,0.1,0.3,22.7,6,7.6,79.7,2.7,2.7,5.4,3.3,1.1,0.2,3.4,1,0.192335476,Power,Feb
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Brian Roberts,3-Dec-85,73,173,2013,2017,G,1,University of Dayton,78,17,7.1,2.7,6.6,41.7,0.8,2,38.6,0.9,1,90.9,0.2,1,1.2,2.8,0.5,0,0.9,1,0.951238279,scrappy,Dec
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,Duane Causwell,31-May-68,84,240,1991,2001,C,1,Temple University,76,22.6,6.9,2.8,5.4,50.8,0,0,0,1.4,2.2,63.6,1.9,3.3,5.1,0.9,0.6,1.9,1.3,1,0.114987225,Power,May
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Bill Garnett,22-Apr-60,81,225,1983,1986,F,1,University of Wyoming,75,18.8,6.3,2.3,4.3,53.3,0,0,0,1.7,2.3,74.1,1.9,3.5,5.4,1.4,0.6,0.9,1.1,0,0.534792621,Mid,Apr
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,Eric Piatkowski,30-Sep-70,79,215,1995,2008,G-F,2,University of Nebraska,81,14.9,7,2.5,5.6,44.1,0.9,2.4,37.4,1.1,1.4,78.3,0.8,0.9,1.6,1,0.5,0.2,0.8,1,0.024246832,scrappy,Sep
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,Earl Watson,12-Jun-79,73,195,2002,2014,G,1,"University of California, Los Angeles",64,15.1,3.6,1.5,3.3,45.3,0.3,0.7,36.4,0.4,0.6,63.9,0.5,0.8,1.3,2,0.9,0.1,0.8,1,0.034377803,Power,Jun
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
